family,genus,species,lme,uni,mergeLME,fao,level,FB_E_Code,source,type.length,taxo,b,a
Carangidae,Trachurus,trachurus,20,Carangidae Trachurus trachurus 20,22,27,species,139,fb,TL,spe-LME,3.135749996,0.0054475
Cottidae,Gymnocanthus,tricuspis,20,Cottidae Gymnocanthus tricuspis 20,22,27,species,232,fb,TL,gen-Ocean,3.05699999,0.013795714
Cottidae,Gymnocanthus,tricuspis,21,Cottidae Gymnocanthus tricuspis 21,22,27,species,232,fb,TL,gen-Ocean,3.05699999,0.013795714
Liparidae,Liparis,tunicatus,20,Liparidae Liparis tunicatus 20,22,27,species,233,fb,TL,gen-Ocean,3.077950001,0.014600926
Zoarcidae,Lycodes,vahlii,22,Zoarcidae Lycodes vahlii 22,22,27,species,139,fb,TL,gen-FAO,4.095699787,1.00E-04
Zoarcidae,Lycodes,vahlii,20,Zoarcidae Lycodes vahlii 20,22,27,species,139,fb,TL,gen-FAO,4.095699787,1.00E-04
Soleidae,Microchirus,variegatus,22,Soleidae Microchirus variegatus 22,22,27,species,139,fb,TL,spe-FAO,3.127999961,0.0099675
Osmeridae,Mallotus,villosus,20,Osmeridae Mallotus villosus 20,22,27,species,232,fb,TL,spe-Ocean,3.330000043,0.001805
Osmeridae,Mallotus,villosus,21,Osmeridae Mallotus villosus 21,22,27,species,232,fb,TL,spe-Ocean,3.330000043,0.001805
Trachinidae,Echiichthys,vipera,22,Trachinidae Echiichthys vipera 22,22,27,species,139,fb,TL,spe-FAO,3.049999952,0.0105
Gadidae,Pollachius,virens,22,Gadidae Pollachius virens 22,22,27,species,139,fb,TL,spe-Ocean,3.043068781,0.008445625
Gadidae,Pollachius,virens,20,Gadidae Pollachius virens 20,22,27,species,139,fb,TL,spe-Ocean,3.043068781,0.008445625
Gadidae,Pollachius,virens,21,Gadidae Pollachius virens 21,22,27,species,139,fb,TL,spe-Ocean,3.043068781,0.008445625
Zoarcidae,Gymnelus,viridis,20,Zoarcidae Gymnelus viridis 20,22,27,species,232,fb,TL,spe-LME,3.495000005,0.0014435
Sebastidae,Sebastes,viviparus,20,Sebastidae Sebastes viviparus 20,22,27,species,139,fb,TL,spe-LME,3.137000084,0.0115
Sebastidae,Sebastes,viviparus,22,Sebastidae Sebastes viviparus 22,22,27,species,139,fb,TL,spe-LME,3.137000084,0.0115
Sebastidae,Sebastes,viviparus,21,Sebastidae Sebastes viviparus 21,22,27,species,139,fb,TL,spe-LME,3.137000084,0.0115
Zoarcidae,Zoarces,viviparus,22,Zoarcidae Zoarces viviparus 22,22,27,species,139,fb,TL,spe-LME,3.25,0.0019
Zoarcidae,Zoarces,viviparus,20,Zoarcidae Zoarces viviparus 20,22,27,species,139,fb,TL,spe-LME,3.25,0.0019
Lotidae,Gaidropsarus,vulgaris,20,Lotidae Gaidropsarus vulgaris 20,22,27,species,139,fb,TL,spe-LME,2.959000111,0.0108
Lotidae,Gaidropsarus,vulgaris,21,Lotidae Gaidropsarus vulgaris 21,22,27,species,139,fb,TL,spe-LME,2.959000111,0.0108
Lotidae,Gaidropsarus,vulgaris,22,Lotidae Gaidropsarus vulgaris 22,22,27,species,139,fb,TL,spe-LME,2.959000111,0.0108
Scophthalmidae,Lepidorhombus,whiffiagonis,22,Scophthalmidae Lepidorhombus whiffiagonis 22,22,27,species,139,fb,TL,spe-FAO,3.13676247,0.00423125
Scophthalmidae,Lepidorhombus,whiffiagonis,21,Scophthalmidae Lepidorhombus whiffiagonis 21,22,27,species,139,fb,TL,spe-FAO,3.13676247,0.00423125
Scophthalmidae,Lepidorhombus,whiffiagonis,20,Scophthalmidae Lepidorhombus whiffiagonis 20,22,27,species,139,fb,TL,spe-FAO,3.13676247,0.00423125
